President Biden Announces Key Nominations,FACT SHEET: The Biden-⁠Harris Administration Advances Equity and Opportunity for Black People and Communities Across the Country,"Executive Order on White House Initiative on Advancing Educational Equity, Excellence, and Economic Opportunity for Black Americans",Bill Signed: H.R. 4981,FACT SHEET: Improving Access and Care for Youth Mental Health and Substance Use Conditions,Statement by NSC Spokesperson Emily Horne on National Security Advisor Jake Sullivan’s Meeting with Luhut Pandjaitan of Indonesia,Remarks by President Biden at the 2021 State and National Teachers of the Year Event,"Press Briefing by Press Secretary Jen Psaki, October 18, 2021",White House Appoints 2021-2022 Class of White House Fellows,Proclamation on the Death of General Colin Powell
https://www.whitehouse.gov/briefing-room/statements-releases/2021/10/19/president-biden-announces-key-nominations-6/,https://www.whitehouse.gov/briefing-room/statements-releases/2021/10/19/fact-sheet-the-biden-harris-administration-advances-equity-and-opportunity-for-black-people-and-communities-across-the-country/,https://www.whitehouse.gov/briefing-room/presidential-actions/2021/10/19/executive-order-on-white-house-initiative-on-advancing-educational-equity-excellence-and-economic-opportunity-for-black-americans/,https://www.whitehouse.gov/briefing-room/statements-releases/2021/10/19/bill-signed-h-r-4981/,https://www.whitehouse.gov/briefing-room/statements-releases/2021/10/19/fact-sheet-improving-access-and-care-for-youth-mental-health-and-substance-use-conditions/,https://www.whitehouse.gov/briefing-room/statements-releases/2021/10/18/statement-by-nsc-spokesperson-emily-horne-on-national-security-advisor-jake-sullivans-meeting-with-luhut-pandjaitan-of-indonesia/,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/10/18/remarks-by-president-biden-at-the-2021-state-and-national-teachers-of-the-year-event/,https://www.whitehouse.gov/briefing-room/press-briefings/2021/10/18/press-briefing-by-press-secretary-jen-psaki-october-18-2021/,https://www.whitehouse.gov/briefing-room/statements-releases/2021/10/18/white-house-appoints-2021-2022-class-of-white-house-fellows/,https://www.whitehouse.gov/briefing-room/presidential-actions/2021/10/18/proclamation-on-the-death-of-general-colin-powell/
